label,scale,method,ene,delta,reldelta,group
W,1.0,"PBE+MBD(vvpol[nm],beta[0.8],17base)",-9.003163615240716,-0.1031636152407156,-0.011591417442777033,
W,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8])",-9.123647078255688,-0.22364707825568786,-0.0251288851972683,
W,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-9.064328611670547,-0.16432861167054647,-0.018463888951746794,
W,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-9.052631060765814,-0.15263106076581323,-0.017149557389417217,
W,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],vdw17)",-9.187223903035465,-0.2872239030354642,-0.032272348655670136,
W,1.0,PBE,-8.919871752015085,-0.019871752015085065,-0.0022327811252904565,
ZnS,1.0,"PBE+MBD(rpa,scs)",-3.120335460923308,0.049664539076692105,0.015667047027347666,
ZnS,1.0,"PBE+MBD(rpa,vvpol,corr,beta[0.8],17base)",-3.184763871881961,-0.014763871881961155,-0.004657372833426232,
ZnS,1.0,"PBE+MBD(rpa,vvpol[nm],beta[0.8],17base)",-3.0942376767888455,0.07576232321115439,0.02389978650194145,
ZnS,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8])",-3.1833552913139846,-0.013355291313984718,-0.00421302565109928,
ZnS,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base)",-3.164934857641592,0.005065142358407826,0.0015978367061223425,
ZnS,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-3.168660335854912,0.0013396641450880153,0.0004226069858321815,
ZnS,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],vdw17)",-3.153158989237445,0.01684101076255473,0.005312621691657644,
ZnS,1.0,PBE+MBD(scs),-3.122786177099356,0.0472138229006438,0.01489395044184347,
ZnS,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.1901678032688348,-0.020167803268834827,-0.006362083050105624,
ZnS,1.0,"PBE+MBD(vvpol[nm],beta[0.8],17base)",-3.092917575290046,0.07708242470995375,0.0243162223059791,
ZnS,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8])",-3.187472445655152,-0.017472445655152047,-0.005511812509511687,
ZnS,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.168559428170925,0.001440571829074866,0.0004544390627996423,
ZnS,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-3.1715727674431395,-0.001572767443139611,-0.0004961411492553978,
ZnS,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],vdw17)",-3.1566998376343403,0.013300162365659673,0.004195634815665512,
ZnS,1.0,PBE,-2.9030839424510293,0.26691605754897063,0.08420064906907591,
ZnSe,1.0,"PBE+MBD(rpa,scs)",-2.795494177593956,-0.16549417759395624,-0.0629255428113902,
ZnSe,1.0,"PBE+MBD(rpa,vvpol,corr,beta[0.8],17base)",-2.874530684822649,-0.24453068482264895,-0.09297744670062698,
ZnSe,1.0,"PBE+MBD(rpa,vvpol[nm],beta[0.8],17base)",-2.7715393640819626,-0.14153936408196266,-0.053817248700366034,
ZnSe,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8])",-2.86414038501539,-0.23414038501539025,-0.08902676236326626,
ZnSe,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base)",-2.8518528247117825,-0.22185282471178258,-0.0843546862021987,
ZnSe,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-2.8640632521174503,-0.23406325211745038,-0.08899743426519026,
ZnSe,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],vdw17)",-2.837780547046958,-0.20778054704695803,-0.07900401028401446,
ZnSe,1.0,PBE+MBD(scs),-2.7975555226572313,-0.1675555226572314,-0.0637093242042705,
ZnSe,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.880056594762296,-0.25005659476229614,-0.09507855314155747,
ZnSe,1.0,"PBE+MBD(vvpol[nm],beta[0.8],17base)",-2.7705084679703713,-0.14050846797037142,-0.05342527299253667,
ZnSe,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8])",-2.8683006882484867,-0.23830068824848682,-0.09060862671045126,
ZnSe,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-2.8556240263965362,-0.22562402639653634,-0.08578860319259937,
ZnSe,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-2.867859222920376,-0.2378592229203762,-0.0904407691712457,
ZnSe,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],vdw17)",-2.841399165508548,-0.21139916550854831,-0.08037991083975221,
ZnSe,1.0,PBE,-2.576749051378342,0.05325094862165791,0.020247508981618978,
ZnTe,1.0,"PBE+MBD(rpa,scs)",-2.332113120523121,0.07788687947687922,0.0323182072518171,
ZnTe,1.0,"PBE+MBD(rpa,vvpol,corr,beta[0.8],17base)",-2.414141303265866,-0.0041413032658659255,-0.0017183830978696785,
ZnTe,1.0,"PBE+MBD(rpa,vvpol[nm],beta[0.8],17base)",-2.3105314687692067,0.09946853123079347,0.04127324947335828,
ZnTe,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8])",-2.4035774079758423,0.006422592024157847,0.0026649759436339613,
ZnTe,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base)",-2.388386208416126,0.02161379158387433,0.008968378250570262,
ZnTe,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-2.4135570398678348,-0.0035570398678346216,-0.0014759501526284736,
ZnTe,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],vdw17)",-2.374146055305574,0.035853944694426154,0.014877155474865624,
ZnTe,1.0,PBE+MBD(scs),-2.3328339921187826,0.07716600788121752,0.0320190904071442,
ZnTe,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.42074974220506,-0.010749742205059754,-0.004460473944008197,
ZnTe,1.0,"PBE+MBD(vvpol[nm],beta[0.8],17base)",-2.3101488314054657,0.09985116859453447,0.04143202016370724,
ZnTe,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8])",-2.4087413480651128,0.0012586519348873892,0.0005222622136462195,
ZnTe,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-2.3932018424685944,0.01679815753140579,0.006970189847056343,
ZnTe,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-2.4186327753681733,-0.008632775368173196,-0.0035820644681216576,
ZnTe,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],vdw17)",-2.3787130924974584,0.031286907502541705,0.012982119295660458,
ZnTe,1.0,PBE,-2.1053035162544744,0.3046964837455257,0.1264300762429567,
ZrC,1.0,"PBE+MBD(rpa,scs)",,,,
ZrC,1.0,"PBE+MBD(rpa,vvpol,corr,beta[0.8],17base)",-8.248277811476392,-0.318277811476392,-0.04013591569689685,
ZrC,1.0,"PBE+MBD(rpa,vvpol[nm],beta[0.8],17base)",-8.0792532400208,-0.14925324002079954,-0.01882134174284988,
ZrC,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8])",-8.183741706331686,-0.25374170633168625,-0.0319976931061395,
ZrC,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base)",-8.144663188041154,-0.21466318804115403,-0.027069758895479704,
ZrC,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-8.121412443921953,-0.1914124439219531,-0.024137760898102538,
ZrC,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],vdw17)",-8.245085724696446,-0.3150857246964467,-0.03973338268555444,
ZrC,1.0,PBE+MBD(scs),,,,
ZrC,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",,,,
ZrC,1.0,"PBE+MBD(vvpol[nm],beta[0.8],17base)",-8.079082220552978,-0.14908222055297848,-0.01879977560567194,
ZrC,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8])",-8.186973481479685,-0.2569734814796849,-0.03240523095582407,
ZrC,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-8.146968210495704,-0.21696821049570403,-0.027360430075120307,
ZrC,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-8.122275627154163,-0.1922756271541637,-0.024246611242643594,
ZrC,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],vdw17)",-8.249689807864517,-0.31968980786451695,-0.040313973248993315,
ZrC,1.0,PBE,-7.933003959352331,-0.0030039593523314423,-0.0003788095021855539,
ZrN,1.0,"PBE+MBD(rpa,scs)",-8.028878307397425,-0.5088783073974259,-0.06766998768582791,
ZrN,1.0,"PBE+MBD(rpa,vvpol,corr,beta[0.8],17base)",-7.815908646254353,-0.29590864625435387,-0.03934955402318536,
ZrN,1.0,"PBE+MBD(rpa,vvpol[nm],beta[0.8],17base)",-7.66821393791362,-0.1482139379136207,-0.01970930025447084,
ZrN,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8])",-7.766485171127145,-0.2464851711271452,-0.03277728339456718,
ZrN,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base)",-7.7265248183502475,-0.20652481835024794,-0.027463406695511696,
ZrN,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-7.704847006628411,-0.18484700662841114,-0.024580718966544037,
ZrN,1.0,"PBE+MBD(rpa,vvpol[nm],corr,beta[0.8],vdw17)",-7.819485920561522,-0.2994859205615228,-0.03982525539381952,
ZrN,1.0,PBE+MBD(scs),,,,
ZrN,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",,,,
ZrN,1.0,"PBE+MBD(vvpol[nm],beta[0.8],17base)",-7.668523475747303,-0.14852347574730373,-0.019750462200439328,
ZrN,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8])",-7.769011228215249,-0.24901122821524968,-0.03311319524138959,
ZrN,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-7.728317276714249,-0.20831727671424982,-0.027701765520511946,
ZrN,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base,vdw[BG])",-7.705645727890097,-0.1856457278900976,-0.024686931900278937,
ZrN,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],vdw17)",-7.823001265311369,-0.3030012653113694,-0.04029272145097997,
ZrN,1.0,PBE,-7.514815767228804,0.005184232771195951,0.0006893926557441425,
